symbol,log2FoldChange,padj,baseMean,tissue_type,cancer_type
DRD4,1.034,0.003147,2786.61,tumor,comprehensive
NDUFC1,1.259,0.00974,769.87,tumor,comprehensive
CSNK1G3,1.258,0.008232,1316.66,tumor,comprehensive
CACNA1B,1.094,0.004755,1716.02,tumor,comprehensive
GLRA3,0.425,0.06148,4580.55,tumor,comprehensive
RAC1,1.338,0.00622,921.77,tumor,comprehensive
GRIN1,1.217,0.001349,467.97,tumor,comprehensive
PI3,1.684,0.000128,3257.12,tumor,comprehensive
OPCML,1.192,0.009467,4703.82,tumor,comprehensive
COX7C,0.755,0.068352,916.68,tumor,comprehensive
NR2C2,0.61,0.075121,3049.15,tumor,comprehensive
UGT1A8,1.099,0.005392,1967.66,tumor,comprehensive
PKIA,1.72,0.000425,4094.72,tumor,comprehensive
SLC6A13,0.996,0.080298,1589.45,tumor,comprehensive
LY96,0.66,0.052802,1880.69,tumor,comprehensive
NOX4,1.132,0.001689,1232.95,tumor,comprehensive
USP2,1.207,0.004733,1827.66,tumor,comprehensive
BARD1,1.577,0.000599,4553.15,tumor,comprehensive
CA8,1.735,0.000752,1463.23,tumor,comprehensive
PER2,0.869,0.078854,3899.2,tumor,comprehensive
CYP11B2,1.706,0.000945,1703.44,tumor,comprehensive
MIF,1.032,0.001213,1196.5,tumor,comprehensive
S100A4,1.2,0.007552,1119.07,tumor,comprehensive
CES1,0.453,0.068118,1921.65,tumor,comprehensive
RPL11,1.381,0.003837,4036.41,tumor,comprehensive
BDKRB1,1.224,0.001407,1018.26,tumor,comprehensive
MYLK,1.551,0.00066,1408.83,tumor,comprehensive
SORCS2,0.329,0.03043,1298.21,tumor,comprehensive
GAPVD1,1.777,1.2e-05,722.87,tumor,comprehensive
NAAA,1.222,0.001241,372.46,tumor,comprehensive
STK39,1.509,0.000238,2906.24,tumor,comprehensive
ADCY1,1.161,0.001606,937.87,tumor,comprehensive
GHRHR,1.481,0.005808,692.95,tumor,comprehensive
CACNA1E,1.424,0.003483,1858.17,tumor,comprehensive
PDE6H,1.233,0.009938,4925.02,tumor,comprehensive
AIDA,0.526,0.071805,1254.16,tumor,comprehensive
SLC44A3,1.113,0.00349,537.0,tumor,comprehensive
GJB1,0.581,0.089675,954.85,tumor,comprehensive
SLC30A8,0.293,0.028171,2872.44,tumor,comprehensive
HIBADH,1.051,0.004704,2543.39,tumor,comprehensive
SIK3,1.02,0.001681,2040.14,tumor,comprehensive
HSD3B1,0.963,0.073223,2390.51,tumor,comprehensive
SULT1A1,1.35,0.00892,2587.62,tumor,comprehensive
PSMD2,0.558,0.07223,4898.88,tumor,comprehensive
FLT4,0.82,0.050008,272.01,tumor,comprehensive
TRPC7,1.574,0.000123,3337.13,tumor,comprehensive
FKBP1A,1.462,0.002882,4379.29,tumor,comprehensive
DPEP2,1.762,0.000347,4480.55,tumor,comprehensive
ATP5F1E,1.665,0.000573,2624.84,tumor,comprehensive
HLA-DQA1,0.866,0.048565,231.47,tumor,comprehensive
HMMR,1.32,0.004766,2136.32,tumor,comprehensive
PLCL2,1.164,0.005958,1505.03,tumor,comprehensive
CHST13,1.727,7.8e-05,3102.88,tumor,comprehensive
CYCS,1.335,0.001342,1178.66,tumor,comprehensive
MYOM2,1.524,0.000216,452.24,tumor,comprehensive
CALCA,1.442,0.005345,1606.48,tumor,comprehensive
SREBF1,1.769,0.000839,545.34,tumor,comprehensive
PSORS1C1,0.672,0.024674,553.93,tumor,comprehensive
UGT1A10,1.398,0.002058,4145.39,tumor,comprehensive
SMUG1,1.689,0.000699,439.42,tumor,comprehensive
UGDH,0.98,0.076105,517.89,tumor,comprehensive
NCOA2,1.243,0.003875,4840.67,tumor,comprehensive
